Age,Gender,Department,EducationLevel,WorkMode,ExperienceYears,MonthlySalarySAR,MonthlyHours,PerformanceScore,JobSatisfaction,Promotion
52.0,Female,Operations,Bachelor,Office,11,12529.0,221.0,93,1.0,Yes
30.0,Male,Operations,Bachelor,Office,16,6644.0,193.0,56,9.0,No
30.0,Male,Operations,Master,Office,14,9318.0,209.0,97,10.0,No
39.0,Female,HR,Master,Hybrid,8,11661.0,158.0,76,4.0,No
54.0,Female,IT,Bachelor,Remote,11,8397.0,164.0,94,3.0,No
53.0,Male,Sales,Bachelor,Office,31,19134.0,163.0,84,6.0,No
43.0,Male,HR,Bachelor,Office,24,8692.0,178.0,64,1.0,Yes
48.0,Female,Finance,Bachelor,Office,17,16777.0,181.0,77,5.0,No
52.0,Male,Sales,Bachelor,Remote,14,6432.0,188.0,84,7.0,Yes
27.0,Female,Marketing,Master,Remote,31,16957.0,229.0,56,2.0,No
49.0,Female,Sales,Bachelor,Hybrid,5,13373.0,198.0,99,10.0,No
28.0,Male,Sales,Master,Remote,34,20806.0,167.0,95,9.0,No
21.0,Male,Sales,Bachelor,Hybrid,33,8908.0,180.0,99,6.0,No
23.0,Male,Sales,Diploma,Hybrid,4,11461.0,218.0,100,2.0,Yes
44.0,Male,Marketing,Bachelor,Hybrid,17,12333.0,200.0,95,8.0,No
43.0,Male,Marketing,Bachelor,Hybrid,15,13314.0,217.0,69,8.0,No
28.0,Female,IT,Bachelor,Hybrid,7,12443.0,168.0,81,1.0,No
57.0,Female,Sales,Bachelor,Office,24,12530.0,162.0,87,4.0,No
23.0,Male,Sales,Diploma,Remote,31,12456.0,163.0,89,1.0,Yes
53.0,Male,Sales,PhD,Office,25,4680.0,170.0,81,4.0,No
48.0,Male,Finance,Diploma,Hybrid,21,18470.0,153.0,75,4.0,No
55.0,Male,IT,Master,Office,11,8889.0,213.0,67,10.0,No
52.0,Female,IT,Bachelor,Hybrid,27,15631.141858839972,136.0,99,3.0,No
44.0,Female,Marketing,Bachelor,Office,5,15631.141858839972,156.0,64,1.0,No
34.0,Male,Marketing,Master,Office,19,15735.0,200.0,71,4.0,Yes
52.0,Male,HR,Bachelor,Office,4,12721.0,185.0,100,10.0,No
36.0,Male,Operations,Bachelor,Office,22,17390.0,181.0,71,9.0,No
24.0,Female,Sales,Bachelor,Office,8,4713.0,212.0,70,7.0,No
57.0,Male,Operations,Bachelor,Hybrid,28,17393.0,155.0,51,8.0,Yes
41.0,Male,HR,Bachelor,Hybrid,15,15070.0,162.0,89,1.0,No
34.0,Male,Marketing,Bachelor,Office,21,9518.0,159.0,92,5.0,No
51.0,Female,Operations,Bachelor,Hybrid,7,7550.0,130.0,67,2.0,No
38.0,Female,Operations,Master,Hybrid,19,14546.0,183.0,72,1.0,No
27.0,Male,Marketing,Bachelor,Remote,13,20333.0,167.0,62,3.0,No
30.0,Male,Sales,Master,Office,33,12974.0,162.0,90,7.0,Yes
27.0,Female,Marketing,Bachelor,Hybrid,10,10163.0,157.0,58,1.0,No
53.0,Female,IT,Master,Hybrid,32,14861.0,180.0,98,2.0,No
43.0,Female,Sales,Bachelor,Office,30,22194.0,160.0,56,2.0,No
40.94125874125874,Female,Marketing,Master,Remote,33,15941.0,186.0,90,4.0,No
40.94125874125874,Female,HR,Diploma,Office,6,16427.0,191.0,50,3.0,No
39.0,Female,Finance,Master,Remote,22,19503.0,173.0,51,3.0,No
56.0,Female,IT,Diploma,Office,6,16127.0,171.0,53,10.0,No
49.0,Female,Finance,Master,Office,24,15631.141858839972,185.0,63,5.0,No
40.94125874125874,Female,Marketing,PhD,Office,2,15631.141858839972,179.0,81,3.0,No
22.0,Male,IT,Bachelor,Office,19,9853.0,213.0,85,7.0,No
21.0,Male,Sales,Bachelor,Remote,33,9029.0,188.0,51,5.0,No
25.0,Male,Marketing,Master,Remote,29,16967.0,207.0,89,4.0,Yes
40.0,Female,Sales,Bachelor,Hybrid,16,17593.0,195.0,99,4.0,Yes
31.0,Male,Operations,Master,Office,9,14790.0,147.0,100,4.0,No
22.0,Female,Finance,Diploma,Remote,34,8291.0,166.0,63,2.0,No
23.0,Female,IT,Diploma,Remote,19,22040.0,179.0,69,1.0,No
43.0,Male,Sales,PhD,Remote,17,12127.0,202.0,74,3.0,No
32.0,Female,HR,Bachelor,Office,26,16716.0,228.0,91,2.0,No
40.0,Male,Sales,Master,Hybrid,22,14222.0,168.0,98,1.0,No
25.0,Male,HR,Bachelor,Remote,31,14939.0,181.0,57,1.0,No
57.0,Male,Marketing,Bachelor,Office,9,15631.141858839972,200.0,77,2.0,Yes
58.0,Female,IT,Bachelor,Remote,10,10868.0,179.0,95,9.0,No
50.0,Male,Sales,Bachelor,Remote,5,19874.0,221.0,70,5.0,No
29.0,Female,Sales,Bachelor,Hybrid,33,6892.0,146.0,72,9.0,No
54.0,Male,IT,Bachelor,Remote,16,9326.0,197.0,81,8.0,No
55.0,Male,Sales,Bachelor,Remote,11,19816.0,197.0,57,6.0,No
42.0,Male,HR,Bachelor,Office,20,16655.0,209.0,80,1.0,No
40.94125874125874,Female,Sales,Master,Office,18,25432.0,182.0,86,10.0,No
37.0,Female,Finance,Bachelor,Hybrid,2,15631.141858839972,202.0,65,5.0,No
30.0,Female,Marketing,Bachelor,Office,17,21652.0,174.0,89,1.0,No
50.0,Male,Operations,Bachelor,Office,18,5641.0,160.0,91,7.0,No
43.0,Male,HR,Bachelor,Hybrid,5,7639.0,156.0,76,10.0,No
52.0,Female,Finance,Bachelor,Remote,15,18030.0,144.0,89,8.0,Yes
37.0,Female,Marketing,Bachelor,Hybrid,7,6168.0,169.0,90,8.0,No
37.0,Female,IT,Diploma,Office,17,13112.0,188.0,67,7.0,No
34.0,Female,HR,Diploma,Hybrid,11,19252.0,175.0,84,2.0,No
29.0,Female,Operations,Bachelor,Remote,9,16255.0,185.0,98,5.0,No
60.0,Female,Marketing,Master,Hybrid,6,14050.0,211.0,64,4.0,No
22.0,Male,Sales,Diploma,Office,0,11979.0,167.0,76,5.0,Yes
45.0,Female,IT,Bachelor,Office,20,14910.0,239.0,66,10.0,No
59.0,Male,IT,Bachelor,Hybrid,23,16598.0,199.0,89,9.0,No
29.0,Male,HR,Bachelor,Remote,24,11026.0,175.0,51,4.0,No
42.0,Female,Sales,Master,Hybrid,6,15631.141858839972,175.0,98,8.0,No
40.94125874125874,Female,IT,Bachelor,Remote,16,18853.0,155.0,99,8.0,No
46.0,Male,Marketing,Bachelor,Remote,28,12999.0,179.0,80,2.0,No
49.0,Female,Sales,Diploma,Hybrid,29,14307.0,126.0,86,6.0,No
54.0,Female,Finance,Diploma,Remote,6,16177.0,211.0,90,5.0,No
57.0,Male,Sales,Diploma,Hybrid,6,17953.0,181.0,83,10.0,No
31.0,Male,Operations,Bachelor,Remote,23,9435.0,151.0,83,4.0,No
26.0,Female,Sales,Bachelor,Office,10,11620.0,162.0,100,4.0,No
38.0,Male,Finance,Bachelor,Hybrid,8,11787.0,166.0,52,1.0,No
41.0,Female,IT,Diploma,Office,11,9932.0,228.0,66,9.0,No
56.0,Male,Finance,Bachelor,Office,34,5907.0,152.0,63,10.0,No
54.0,Male,IT,PhD,Remote,27,19380.0,209.0,95,5.0,No
37.0,Female,Operations,Diploma,Hybrid,12,7007.0,122.0,87,7.0,No
57.0,Female,Marketing,Master,Hybrid,22,21049.0,165.0,84,8.0,No
45.0,Male,Finance,Bachelor,Remote,18,17327.0,217.0,50,2.0,No
58.0,Male,Sales,Bachelor,Hybrid,23,12174.0,147.0,97,4.0,No
32.0,Male,Finance,Bachelor,Office,15,16774.0,210.0,78,2.0,No
43.0,Female,Operations,Diploma,Hybrid,32,15913.0,180.0,53,4.0,No
42.0,Male,IT,Diploma,Remote,11,9042.0,178.0,82,6.0,No
41.0,Female,Operations,Bachelor,Office,33,13933.0,182.0,66,6.0,No
47.0,Male,HR,Bachelor,Remote,6,9591.0,189.0,77,2.0,Yes
51.0,Male,HR,Master,Office,10,16944.0,156.0,99,4.0,No
26.0,Male,Sales,Bachelor,Office,30,10782.0,173.0,75,4.0,No
47.0,Male,Operations,Diploma,Hybrid,28,13565.0,189.0,57,1.0,No
60.0,Male,Sales,Bachelor,Office,12,15631.141858839972,184.0,83,2.0,No
54.0,Male,Sales,Bachelor,Remote,30,14547.0,189.0,67,3.0,No
32.0,Female,HR,Bachelor,Hybrid,1,21481.0,162.0,80,5.0,No
27.0,Male,Sales,Bachelor,Remote,14,12916.0,196.0,76,8.0,No
30.0,Female,HR,Master,Office,10,19481.0,183.0,65,6.0,No
37.0,Male,IT,Master,Remote,33,16160.0,140.0,59,3.0,No
46.0,Male,Operations,Bachelor,Remote,3,15631.141858839972,167.0,89,6.0,No
40.94125874125874,Male,HR,Master,Hybrid,28,17133.0,157.0,71,6.0,No
22.0,Female,Finance,Bachelor,Remote,1,13733.0,168.0,65,10.0,No
56.0,Male,Marketing,Bachelor,Hybrid,12,9096.0,164.0,60,1.0,No
46.0,Female,IT,Bachelor,Hybrid,16,16621.0,186.0,69,3.0,No
49.0,Female,IT,Bachelor,Hybrid,20,16323.0,182.0,100,7.0,No
41.0,Male,Finance,Bachelor,Remote,18,8173.0,161.0,50,4.0,No
31.0,Female,HR,Bachelor,Remote,6,14992.0,171.0,76,4.0,No
60.0,Male,Sales,Diploma,Remote,7,16265.0,202.0,52,4.0,No
31.0,Male,HR,Bachelor,Hybrid,12,13844.0,184.0,61,9.0,No
56.0,Male,Sales,Bachelor,Remote,1,17280.0,194.0,79,2.0,No
59.0,Male,HR,Bachelor,Office,10,16666.0,212.0,58,9.0,No
60.0,Female,IT,Bachelor,Remote,23,13842.0,191.0,86,3.0,No
55.0,Male,HR,Bachelor,Remote,5,11701.0,132.0,50,6.0,Yes
54.0,Male,Finance,Diploma,Hybrid,25,18691.0,187.0,91,4.0,No
44.0,Female,Operations,Diploma,Remote,6,16084.0,165.0,98,1.0,No
42.0,Male,Finance,Master,Office,18,7784.0,225.0,53,9.0,No
40.94125874125874,Male,Finance,Master,Hybrid,5,14994.0,190.0,64,6.0,No
53.0,Female,Operations,Bachelor,Office,28,8820.0,165.0,100,8.0,No
38.0,Female,Operations,Diploma,Hybrid,1,9659.0,194.0,76,2.0,No
40.0,Female,Sales,Bachelor,Hybrid,18,11066.0,182.0,57,7.0,Yes
39.0,Female,Sales,Bachelor,Remote,3,14202.0,137.0,72,6.0,No
55.0,Female,Finance,Master,Office,5,15685.0,202.0,64,4.0,No
37.0,Female,Finance,Diploma,Hybrid,27,12160.0,170.0,76,2.0,No
54.0,Female,IT,Diploma,Remote,29,12357.0,216.0,80,4.0,No
46.0,Female,Sales,Bachelor,Hybrid,8,18714.0,216.0,96,3.0,No
40.94125874125874,Female,Marketing,Diploma,Hybrid,32,12611.0,204.0,79,7.0,No
29.0,Male,Sales,Bachelor,Hybrid,0,20952.0,168.0,91,2.0,Yes
60.0,Male,IT,Master,Hybrid,5,16328.0,189.0,67,3.0,No
37.0,Female,IT,PhD,Remote,17,19701.0,137.0,53,10.0,No
21.0,Female,Marketing,Bachelor,Hybrid,9,4846.0,177.0,96,9.0,No
45.0,Female,HR,Bachelor,Office,27,8410.0,143.0,92,5.0,Yes
40.94125874125874,Male,HR,Diploma,Remote,10,16313.0,151.0,71,2.0,No
45.0,Male,IT,Bachelor,Office,32,20978.0,158.0,52,3.0,No
59.0,Female,HR,Bachelor,Hybrid,0,8864.0,197.0,64,8.0,Yes
55.0,Male,Operations,Bachelor,Office,12,12255.0,176.0,84,4.0,No
23.0,Female,Sales,Bachelor,Hybrid,19,15807.0,181.0,96,2.0,No
40.94125874125874,Male,Sales,Bachelor,Hybrid,0,7464.0,176.0,87,2.0,No
50.0,Male,IT,Diploma,Remote,2,16348.0,207.0,82,6.0,No
58.0,Female,Finance,Bachelor,Remote,17,15631.141858839972,180.0,63,8.0,Yes
54.0,Female,Marketing,Diploma,Hybrid,13,16215.0,186.0,97,7.0,No
32.0,Female,IT,Diploma,Remote,30,15631.141858839972,166.0,50,4.0,No
39.0,Female,HR,PhD,Office,26,11986.0,209.0,98,2.0,Yes
57.0,Male,Marketing,Bachelor,Remote,16,16933.0,211.0,75,9.0,No
37.0,Male,Sales,Bachelor,Remote,28,16013.0,179.0,57,4.0,No
30.0,Male,HR,Master,Office,25,13964.0,165.0,99,9.0,No
32.0,Female,Operations,PhD,Remote,16,18361.0,140.0,65,5.0,No
36.0,Male,HR,Bachelor,Hybrid,21,6349.0,158.0,87,7.0,No
44.0,Female,Operations,Master,Office,24,14920.0,126.0,59,5.0,Yes
39.0,Male,Marketing,Bachelor,Hybrid,1,10444.0,157.0,91,2.0,No
28.0,Female,Operations,Bachelor,Office,21,18131.0,189.0,86,6.0,No
51.0,Female,Sales,Bachelor,Hybrid,4,17092.0,179.0,75,7.0,No
41.0,Male,Marketing,Bachelor,Hybrid,3,17255.0,238.0,77,6.0,No
37.0,Female,Marketing,Bachelor,Remote,5,21404.0,171.0,61,3.0,No
43.0,Female,Marketing,Bachelor,Hybrid,20,19069.0,169.0,69,10.0,No
57.0,Male,Marketing,Diploma,Remote,12,13292.0,207.0,98,8.0,Yes
36.0,Female,HR,Bachelor,Office,24,13994.0,132.0,63,3.0,No
26.0,Female,Marketing,Diploma,Hybrid,25,16704.0,143.0,95,5.0,No
28.0,Female,HR,Bachelor,Hybrid,19,14613.0,197.0,84,9.0,No
45.0,Male,Marketing,Bachelor,Office,32,17173.0,175.0,78,5.0,No
38.0,Male,Sales,Bachelor,Office,13,3964.0,176.0,61,7.0,No
45.0,Female,Marketing,Master,Hybrid,16,22464.0,157.0,67,7.0,No
32.0,Male,Finance,Master,Office,20,14275.0,186.0,93,5.0,No
35.0,Female,Marketing,Bachelor,Remote,15,6699.0,160.0,51,2.0,Yes
46.0,Female,Marketing,Bachelor,Office,15,9888.0,182.0,51,5.0,No
46.0,Female,Operations,Bachelor,Office,19,4418.0,151.0,66,7.0,No
52.0,Female,Sales,Diploma,Hybrid,28,9094.0,175.0,59,7.0,No
30.0,Female,Operations,Diploma,Remote,27,13360.0,231.0,67,4.0,No
36.0,Male,Finance,Bachelor,Office,7,20816.0,169.0,71,1.0,No
27.0,Female,Sales,Bachelor,Remote,23,15848.0,177.0,68,6.0,No
37.0,Male,IT,Bachelor,Remote,2,15048.0,175.0,50,3.0,No
43.0,Male,IT,Master,Remote,24,8892.0,184.0,73,5.0,No
46.0,Female,Finance,Diploma,Hybrid,18,10290.0,192.0,85,4.0,No
41.0,Female,Operations,Diploma,Office,32,10639.0,186.0,74,2.0,No
42.0,Male,HR,PhD,Hybrid,1,10822.0,187.0,85,7.0,No
27.0,Male,Finance,Diploma,Office,14,12418.0,175.0,80,5.0,No
34.0,Male,Sales,Bachelor,Office,21,12758.0,183.0,80,7.0,No
35.0,Female,Sales,Bachelor,Hybrid,9,12474.0,175.0,51,9.0,No
27.0,Male,Marketing,Bachelor,Remote,17,10979.0,135.0,68,4.0,No
29.0,Female,IT,Diploma,Remote,21,14608.0,246.0,61,5.0,No
40.94125874125874,Female,Sales,Diploma,Office,26,12585.0,198.0,59,9.0,No
43.0,Female,Finance,Diploma,Hybrid,12,6820.0,156.0,80,10.0,No
49.0,Male,Sales,Bachelor,Remote,32,14155.0,186.0,94,4.0,No
38.0,Female,Finance,Bachelor,Remote,4,13475.0,146.0,71,5.0,No
51.0,Female,HR,Bachelor,Office,25,6892.0,168.0,72,5.0,No
50.0,Female,Marketing,Bachelor,Office,12,11339.0,143.0,72,8.0,No
59.0,Female,IT,Master,Hybrid,26,16687.0,179.0,64,4.0,No
55.0,Female,Sales,Diploma,Office,13,8886.0,140.0,75,4.0,No
38.0,Male,Finance,Bachelor,Remote,23,8410.0,190.0,52,7.0,No
59.0,Female,Operations,Bachelor,Remote,2,12538.0,197.0,72,5.0,No
40.94125874125874,Female,IT,Bachelor,Remote,29,16803.0,159.0,69,6.0,No
34.0,Male,HR,Bachelor,Remote,34,22146.0,184.0,94,6.0,No
51.0,Female,Finance,Bachelor,Hybrid,13,16965.0,158.0,89,6.0,Yes
44.0,Male,Marketing,Master,Hybrid,11,18882.0,193.0,88,10.0,No
55.0,Female,Marketing,Master,Office,27,15560.0,163.0,57,4.0,No
54.0,Male,HR,Bachelor,Office,28,10917.0,200.0,67,5.0,No
30.0,Male,HR,Bachelor,Office,16,16933.0,135.0,90,9.0,No
57.0,Female,Marketing,Bachelor,Hybrid,20,13615.0,155.0,55,8.0,No
60.0,Female,Sales,Bachelor,Remote,22,15697.0,152.0,76,4.0,No
46.0,Female,Sales,Bachelor,Office,19,9743.0,185.0,85,7.0,Yes
59.0,Male,Operations,Bachelor,Office,33,13458.0,187.0,86,9.0,No
35.0,Male,Finance,Bachelor,Office,9,15041.0,167.0,54,5.0,Yes
49.0,Male,HR,Master,Office,5,12753.0,181.0,58,4.0,No
42.0,Male,Sales,Diploma,Office,23,16181.0,200.0,56,10.0,No
45.0,Female,Finance,Bachelor,Remote,11,12173.0,247.0,90,6.0,No
33.0,Male,Finance,Diploma,Office,22,6851.0,169.0,69,10.0,No
38.0,Male,Operations,Master,Remote,26,5567.0,163.0,59,5.0,No
53.0,Female,HR,Bachelor,Hybrid,5,14830.0,188.0,75,9.0,No
36.0,Male,HR,Bachelor,Office,0,11988.0,174.0,53,3.0,Yes
22.0,Female,Operations,Bachelor,Remote,5,6219.0,212.0,87,2.0,No
55.0,Female,HR,Bachelor,Hybrid,21,14479.0,160.0,73,6.0,No
54.0,Female,Marketing,Master,Hybrid,23,13578.0,174.0,63,7.0,No
50.0,Female,Sales,Bachelor,Hybrid,24,11752.0,202.0,90,5.0,No
40.94125874125874,Female,Marketing,Bachelor,Remote,14,15111.0,188.0,50,1.0,No
33.0,Male,IT,Master,Office,25,19918.0,209.0,66,3.0,No
38.0,Male,Finance,Bachelor,Office,7,19781.0,169.0,94,3.0,No
52.0,Female,IT,Diploma,Remote,23,14647.0,212.0,73,4.0,No
55.0,Male,Sales,PhD,Remote,34,14710.0,139.0,56,6.0,No
59.0,Female,HR,Bachelor,Office,0,15391.0,212.0,58,5.0,No
49.0,Female,Marketing,Diploma,Hybrid,11,15631.141858839972,180.0,92,1.0,No
40.94125874125874,Female,Operations,Bachelor,Office,10,14785.0,203.0,84,4.0,No
36.0,Male,Marketing,Bachelor,Remote,11,6919.0,182.0,61,9.0,No
30.0,Male,Sales,Diploma,Remote,6,14366.0,180.0,70,4.0,No
50.0,Female,IT,Bachelor,Hybrid,10,16146.0,147.0,52,8.0,No
45.0,Female,Operations,PhD,Remote,30,11796.0,179.0,64,8.0,No
59.0,Male,HR,Bachelor,Office,32,13570.0,214.0,70,3.0,No
40.0,Male,Sales,Bachelor,Office,12,8998.0,181.0,59,9.0,Yes
25.0,Female,Operations,Bachelor,Hybrid,17,8374.0,197.0,82,8.0,No
21.0,Female,Sales,Diploma,Remote,23,14949.0,196.0,95,3.0,No
50.0,Male,Sales,Master,Hybrid,8,10717.0,155.0,55,10.0,No
23.0,Male,HR,Bachelor,Office,30,6004.0,201.0,51,5.0,No
34.0,Male,Finance,Bachelor,Hybrid,9,8997.0,172.0,78,3.0,No
50.0,Female,Operations,Bachelor,Remote,1,9651.0,174.0,89,5.0,No
24.0,Male,HR,Bachelor,Hybrid,14,17486.0,232.0,82,9.0,No
38.0,Female,Sales,Bachelor,Remote,2,14806.0,195.0,53,4.0,No
57.0,Male,HR,Diploma,Remote,30,10078.0,164.0,53,6.0,Yes
45.0,Male,Finance,Master,Office,5,11355.0,182.0,78,3.0,No
21.0,Male,Marketing,Master,Office,2,19904.0,181.0,86,3.0,No
35.0,Male,Operations,Bachelor,Office,10,18212.0,222.0,69,5.0,No
29.0,Female,Finance,PhD,Remote,14,8969.0,181.0,90,8.0,No
40.94125874125874,Female,IT,Diploma,Hybrid,27,19236.0,235.0,72,8.0,No
44.0,Male,Operations,Bachelor,Remote,9,13637.0,148.0,94,3.0,No
24.0,Female,Finance,Bachelor,Office,6,17598.0,179.0,67,8.0,No
32.0,Male,Sales,Bachelor,Office,14,15631.141858839972,161.0,98,8.0,No
57.0,Male,Operations,Bachelor,Hybrid,17,19336.0,168.0,74,3.0,No
57.0,Male,Operations,Bachelor,Office,17,8782.0,168.0,50,10.0,No
26.0,Male,HR,Diploma,Office,23,12850.0,162.0,64,10.0,No
59.0,Female,Sales,Bachelor,Office,1,19474.0,223.0,83,2.0,No
44.0,Male,IT,Diploma,Hybrid,19,3233.0,216.0,97,10.0,No
31.0,Male,Marketing,Bachelor,Remote,33,13793.0,190.0,69,2.0,No
33.0,Female,Finance,Bachelor,Office,25,12229.0,168.0,86,9.0,No
54.0,Male,HR,Diploma,Hybrid,6,17081.0,163.0,76,7.0,Yes
45.0,Male,Finance,Bachelor,Office,29,18815.0,199.0,71,6.0,No
27.0,Male,Sales,Bachelor,Hybrid,4,17286.0,188.0,100,7.0,No
24.0,Female,IT,Master,Office,10,15085.0,176.0,54,8.0,Yes
28.0,Male,Operations,Bachelor,Hybrid,0,14183.0,194.0,83,1.0,No
40.0,Female,IT,Bachelor,Office,33,12458.0,202.0,88,8.0,No
49.0,Male,Finance,Master,Remote,0,14945.0,176.0,52,3.0,No
30.0,Male,Sales,Bachelor,Office,18,20568.0,160.0,66,3.0,No
54.0,Female,Sales,Diploma,Hybrid,1,10263.0,147.0,73,6.0,No
46.0,Male,Operations,Bachelor,Office,20,12191.0,186.0,73,4.0,No
23.0,Male,Marketing,Master,Remote,19,13660.0,234.0,52,4.0,Yes
26.0,Female,Finance,Bachelor,Office,22,18504.0,152.0,94,4.0,No
25.0,Female,Finance,Bachelor,Hybrid,20,15005.0,207.0,56,10.0,No
25.0,Female,IT,Diploma,Hybrid,23,14374.0,163.0,74,9.0,No
43.0,Female,Finance,Diploma,Remote,3,18653.0,168.0,52,8.0,No
29.0,Female,HR,Bachelor,Hybrid,11,16664.0,203.0,64,3.0,No
55.0,Male,Marketing,Bachelor,Office,21,9212.0,174.0,78,1.0,No
40.0,Female,IT,Diploma,Office,19,21475.0,186.0,99,1.0,No
55.0,Male,HR,Master,Office,17,20356.0,186.0,78,4.0,No
38.0,Male,Sales,Master,Hybrid,0,14286.0,163.0,59,4.0,No
37.0,Male,Sales,Bachelor,Office,29,7782.0,202.0,81,6.0,No
44.0,Female,Operations,Master,Office,32,6978.0,178.0,72,4.0,Yes
23.0,Female,Sales,Diploma,Office,23,15144.0,145.0,88,3.0,No
52.0,Male,Operations,Bachelor,Remote,13,10842.0,158.0,58,8.0,No
58.0,Female,HR,Master,Hybrid,10,6893.0,181.0,89,6.0,No
33.0,Female,Sales,Master,Hybrid,23,11885.0,213.0,63,4.0,No
45.0,Female,IT,Bachelor,Remote,30,14877.0,154.0,53,10.0,No
29.0,Male,HR,Master,Hybrid,12,20326.0,195.0,69,1.0,No
24.0,Male,IT,Diploma,Remote,15,15631.141858839972,191.0,77,8.0,No
40.94125874125874,Female,HR,Master,Remote,23,12284.0,161.0,63,6.0,No
57.0,Male,HR,PhD,Hybrid,12,15710.0,218.0,93,1.0,No
54.0,Female,Operations,Diploma,Office,23,15308.0,173.0,83,4.0,No
31.0,Female,Sales,Bachelor,Office,25,17328.0,230.0,62,5.0,No
23.0,Male,Sales,Diploma,Hybrid,1,13820.0,139.0,80,7.0,No
48.0,Male,HR,Bachelor,Hybrid,15,18663.0,173.0,82,8.0,No
49.0,Male,Finance,Bachelor,Remote,0,17710.0,176.0,88,9.0,Yes
29.0,Female,Finance,Bachelor,Hybrid,10,14372.0,179.0,77,6.0,No
23.0,Male,IT,Master,Remote,34,13463.0,198.0,74,10.0,No
54.0,Male,Operations,Bachelor,Office,16,10789.0,191.0,58,4.0,No
32.0,Male,HR,Master,Office,27,7220.0,181.0,77,8.0,No
29.0,Female,IT,PhD,Hybrid,28,7195.0,153.0,80,3.0,No
35.0,Female,IT,Diploma,Remote,2,10416.0,133.0,66,4.0,No
25.0,Female,Marketing,PhD,Office,9,16968.0,209.0,72,10.0,No
45.0,Female,HR,Diploma,Remote,13,12097.0,166.0,62,4.0,No
25.0,Female,Operations,Master,Hybrid,11,14920.0,245.0,59,6.0,No
31.0,Female,IT,Bachelor,Hybrid,29,11771.0,202.0,65,9.0,No
54.0,Female,Operations,Diploma,Office,31,11807.0,189.0,55,6.0,No
44.0,Female,Sales,Bachelor,Hybrid,31,9385.0,190.0,97,1.0,No
35.0,Male,Operations,Bachelor,Office,31,13586.0,190.0,60,5.0,No
58.0,Female,Finance,Bachelor,Remote,25,13212.0,163.0,52,9.0,No
28.0,Female,Finance,Diploma,Office,0,15631.141858839972,136.0,77,5.0,Yes
25.0,Male,Operations,Bachelor,Office,1,15295.0,166.0,90,6.0,No
46.0,Female,Finance,Master,Remote,16,13113.0,180.0,64,3.0,No
38.0,Male,Sales,Bachelor,Office,29,7223.0,164.0,62,8.0,No
26.0,Male,HR,Bachelor,Office,6,18818.0,148.0,91,10.0,No
57.0,Female,Finance,Bachelor,Hybrid,26,13617.0,161.0,94,4.0,No
33.0,Male,Finance,Diploma,Remote,8,14358.0,206.0,66,4.0,No
48.0,Female,Operations,Master,Office,21,21202.0,199.0,56,5.0,No
25.0,Male,Sales,Master,Remote,33,18087.0,184.0,77,10.0,No
33.0,Male,HR,Bachelor,Remote,0,16009.0,195.0,87,9.0,No
40.94125874125874,Male,Operations,Bachelor,Office,8,13990.0,152.0,62,8.0,No
60.0,Female,Operations,Master,Hybrid,19,13948.0,160.0,66,7.0,Yes
52.0,Female,Marketing,Bachelor,Remote,18,15081.0,188.0,64,5.0,No
40.94125874125874,Male,Sales,Master,Office,3,15831.0,155.0,85,9.0,No
23.0,Male,HR,Bachelor,Remote,8,21701.0,183.0,77,9.0,No
60.0,Female,Sales,Master,Hybrid,21,15631.141858839972,148.0,64,10.0,No
54.0,Female,HR,Bachelor,Hybrid,17,15306.0,139.0,95,10.0,No
60.0,Male,Sales,Bachelor,Hybrid,11,4310.0,198.0,60,2.0,No
47.0,Male,Operations,PhD,Office,8,9717.0,206.0,80,4.0,No
33.0,Female,Operations,Bachelor,Office,5,22152.0,164.0,53,8.0,No
53.0,Female,IT,Bachelor,Hybrid,18,17234.0,142.0,84,1.0,No
40.94125874125874,Female,Finance,Bachelor,Office,6,15917.0,125.0,83,5.0,No
44.0,Female,Marketing,Bachelor,Hybrid,15,13249.0,226.0,76,8.0,No
39.0,Female,Sales,Bachelor,Office,4,8649.0,183.0,59,2.0,No
36.0,Male,Marketing,Diploma,Hybrid,15,15705.0,165.0,79,2.0,No
60.0,Female,Sales,Diploma,Remote,0,10296.0,171.0,94,8.0,No
48.0,Male,Finance,Bachelor,Hybrid,18,17282.0,132.0,69,10.0,Yes
53.0,Female,Sales,Master,Hybrid,16,8147.0,195.0,78,9.0,No
33.0,Male,HR,Bachelor,Office,25,13031.0,230.0,78,7.0,No
40.94125874125874,Female,Finance,Bachelor,Office,21,18468.0,160.0,72,8.0,No
56.0,Female,Operations,Bachelor,Office,7,15631.141858839972,240.0,99,5.0,No
47.0,Male,IT,Diploma,Office,32,12342.0,177.0,70,1.0,No
58.0,Male,Finance,Bachelor,Office,1,14048.0,222.0,97,4.0,No
27.0,Female,Finance,Diploma,Office,29,7988.0,188.0,92,2.0,No
25.0,Female,Operations,Diploma,Remote,19,7141.0,188.0,59,3.0,Yes
51.0,Female,Sales,Bachelor,Hybrid,17,17214.0,226.0,90,3.0,No
43.0,Female,HR,Bachelor,Hybrid,9,12100.0,200.0,61,9.0,Yes
30.0,Female,Operations,Diploma,Hybrid,23,17179.0,189.0,79,10.0,No
52.0,Male,HR,Bachelor,Remote,3,19032.0,131.0,100,4.0,No
50.0,Male,Sales,Bachelor,Hybrid,3,19394.0,142.0,82,2.0,No
